FECHA;Utilidad Neta ;Activo ;Patrimonio ;Pasivo ;Var. Uti. Mensual Neta  ;Var. Uti. Anual Neta ;SOLVENCIA TOTAL;CALIDAD DE CARTERA POR ALTURA DE LA MORA;PROVISIONES / CARTERA VENCIDA;EFICIENCIA;ROE ;ROA ;(Depósitos / Cartera) ;MARGEN FINANCIERO BRUTO / INGRESOS OPERACIONALES;CALIDAD DE CARTERA CON CASTIGOS;Margen Financiero (Ingresos - gastos)/Activo;CALIDAD COMERCIAL;CALIDAD CONSUMO;CALIDAD VIVIENDA;CALIDAD MICROCREDITO;CARTERA COMERCIAL;CARTERA CONSUMO;CARTERA MICROCRÉDITOS;CARTERA DE VIVIENDA;Var. Uti. Neta;MARGEN NETO DE INTERESES / INGRESOS OPERACIONALES;Eficiencia Administrativa;DEPÓSITOS EN CUENTA CORRIENTE;CERTIFICADOS DE DEPÓSITO A TERMINO;DEPÓSITOS DE AHORRO;OPERACIONES DE REPORTO O REPO;OPERACIONES SIMULTÁNEAS;TÍTULOS DE INVERSIÓN EN CIRCULACIÓN;CALIDAD DE CARTERA POR RIESGO;Calidad de Cartera por altura de la mora Comercial;Calidad de Cartera por altura de la mora Consumo;Calidad de Cartera por altura de la mora Vivienda;Calidad de Cartera por altura de la mora Microcrédito;% COMERCIAL;% CONSUMO;% VIVIENDA;% MICROCREDITO;Cobertura Cartera por altura de la mora Comercial;Cobertura Cartera por altura de la mora Consumo;Cobertura Cartera por altura de la mora Vivienda;Cobertura Cartera por altura de la mora Microcrédito;COBERTURA CALIDAD DE CARTERA (CON CASTIGOS);CFEN;IRL;Entidad;CLASIFICACIÓN
1/01/2008;235058.35;161047434.2;18178275.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235058.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/02/2008;526067.65;160837125.5;18372851.6;142464273.9;1.238030047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291009.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/03/2008;1127442.92;161116975;17528262.44;143588712.5;1.143151969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;601375.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/04/2008;1471877.74;165363028.7;18012311.5;147350717.2;0.305500894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344434.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/05/2008;1815590.6;164964955;18503986.28;146460968.7;0.23351998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343712.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/06/2008;2088390.6;169220550.8;18775827.69;150444723.1;0.150254138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/07/2008;2531539.05;169005193.6;19260007.19;149745186.4;0.212196152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443148.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/08/2008;2912226.59;171798747;19971664.28;151827082.7;0.150377905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380687.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/09/2008;3318091.38;176509713;19755609.24;156754103.7;0.139365801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405864.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/10/2008;3598030.79;180173645;20066078.91;160107566.1;0.084367601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279939.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/11/2008;3901882.04;184998381.2;20613331.35;164385049.8;0.084449319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303851.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/12/2008;4156407.88;186144930.4;21187545.98;164957384.4;0.065231557;#¡VALOR!;0.126919453;0.037835042;1.259303801;0.888191149;0.216643422;0.024316188;0.691218211;0;0;0;0;0;0;0;0;0;0;0;254525.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/01/2009;335715.75;189350734.2;21874391.76;167476342.4;-0.919229354;0.428223035;0.141115644;0.040973138;1.187525566;0.917586178;0.218383958;0.024566087;0.662059139;0;0;0;0;0;0;0;0;0;0;0;335715.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/02/2009;767146.67;192209314.4;22474083.26;169735231.1;1.285107773;0.458266194;0.140715959;0.042038744;1.172586583;0.913492261;0.221700511;0.02499926;0.678065297;0;0;0;0;0;0;0;0;0;0;0;431430.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/03/2009;1354093.25;192127835.7;21764789.41;170363046.3;0.765103471;0.201030426;0.136564468;0.042776566;1.187246069;0.889759389;0.217108807;0.024556472;0.663984406;0;0;0;0;0;0;0;0;0;0;0;586946.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/04/2009;1714100.04;193092785.4;22294184.62;170798600.8;0.265865582;0.164566861;0.1377427;0.044363391;1.168796617;0.875892476;0.214096053;0.024328743;0.648286628;0;0;0;0;0;0;0;0;0;0;0;360006.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/05/2009;2022392.51;193226709;22779145.23;170447563.8;0.179856754;0.113903382;0.13582636;0.044285234;1.158603899;0.877133438;0.208752153;0.023822515;0.653692496;0;0;0;0;0;0;0;0;0;0;0;308292.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/06/2009;2346143.46;197220937.2;23372156.88;173848780.3;0.160083143;0.123421768;0.136911604;0.043420534;1.181507902;0.878528873;0.207389332;0.023797523;0.681623228;0;0;0;0;0;0;0;0;0;0;0;323750.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/07/2009;2699371.85;196185807.9;23942991.89;172242816;0.150557029;0.066296745;0.140576883;0.042714948;1.219283004;0.878951496;0.199506696;0.023031504;0.698932961;0;0;0;0;0;0;0;0;0;0;0;353228.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/08/2009;3021174.41;196124480.5;24599335.05;171525145.5;0.119213868;0.037410489;0.141560454;0.044754093;1.193830733;0.879992128;0.193349818;0.022475212;0.707981624;0;0;0;0;0;0;0;0;0;0;0;321802.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/09/2009;3514220.32;195707031.2;24938168.19;170768863;0.163196772;0.059108963;0.141116845;0.042866055;1.236487351;0.873100202;0.193513307;0.022742878;0.705609971;0;0;0;0;0;0;0;0;0;0;0;493045.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/10/2009;3810077.57;199740613.7;25321899.56;174418714.2;0.084188589;0.05893412;0.140947846;0.043133223;1.2455929;0.872530149;0.190511232;0.022633214;0.737471392;0;0;0;0;0;0;0;0;0;0;0;295857.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/11/2009;4147706.66;203335495.4;25727157.82;177608337.6;0.088614755;0.063001551;0.138974473;0.043313585;1.255219209;0.8711937;0.18848142;0.022629062;0.759600866;0;0;0;0;0;0;0;0;0;0;0;337629.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/12/2009;4375238.57;202117256.8;26390207.22;175727049.5;0.054857281;0.052648993;0.140531222;0.03913405;1.39502235;0.882272342;0.183911786;0.022337471;0.75159323;0;0;0;0;0;0;0;0;0;0;0;227531.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/01/2010;226083.25;206672883.1;26479658.01;180193225.1;-0.948326646;-0.326563469;0.152402234;0.041190915;1.326367151;0.95068404;0.176456861;0.021618428;0.759950984;0;0;0;0;0;0;0;0;0;0;0;226083.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/02/2010;648316.85;207991715.6;27215730.42;180775985.2;1.86760231;-0.154898437;0.15309626;0.042034605;1.289841809;0.922295204;0.173244574;0.021428979;0.769407841;0;0;0;0;0;0;0;0;0;0;0;422233.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/03/2010;1458678.3;208600674.9;26507493.07;182093181.8;1.249946612;0.077236224;0.143943616;0.042578989;1.282212207;0.877326089;0.179451278;0.022398965;0.757659229;0;0;0;0;0;0;0;0;0;0;0;810361.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/04/2010;1831502.19;211218096.7;27128863.26;184089233.5;0.255590208;0.068492006;0.143180963;0.042587935;1.269935846;0.87746976;0.177106411;0.022294677;0.753720421;0;0;0;0;0;0;0;0;0;0;0;372823.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/05/2010;2165403.69;209417155.2;27561696.42;181855458.8;0.182310183;0.07071386;0.144217908;0.040623611;1.314264753;0.879959146;0.175360817;0.022272637;0.731694819;0;0;0;0;0;0;0;0;0;0;0;333901.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/06/2010;2516668.31;218432890.9;28134884.34;190298006.5;0.16221669;0.072683045;0.141658116;0.037693895;1.38613752;0.883208873;0.17375217;0.022214694;0.721600078;0;0;0;0;0;0;0;0;0;0;0;351264.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/07/2010;2962481.31;221848057.2;28981942.06;192866115.2;0.177144123;0.097470625;0.151172645;0.038071661;1.363832209;0.888192764;0.174490403;0.022432708;0.706153613;0;0;0;0;0;0;0;0;0;0;0;445813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/08/2010;3466673.53;224454961.8;29672358.72;194782603;0.17019254;0.147458921;0.143943616;0.036494716;1.407720805;0.877725447;0.17851275;0.023051605;0.698515074;0;0;0;0;0;0;0;0;0;0;0;504192.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/09/2010;3853748.74;227893446.7;30409767.52;197483679.2;0.11165609;0.096615576;0.148534755;0.033105644;1.506673589;0.875974491;0.171689737;0.022259388;0.682200438;0;0;0;0;0;0;0;0;0;0;0;387075.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/10/2010;4189444.49;232260509.2;30922763.93;201337745.3;0.087108883;0.099569343;0.148567339;0.032861358;1.487244353;0.874627862;0.170246878;0.022163899;0.688400952;0;0;0;0;0;0;0;0;0;0;0;335695.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/11/2010;4429568.88;237486541.5;31373619.95;206112921.6;0.057316523;0.067956161;0.142801381;0.031314663;1.536982473;0.885782455;0.163992535;0.02142514;0.70279442;0;0;0;0;0;0;0;0;0;0;0;240124.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/12/2010;4801378.28;242589512.6;31448282.15;211141230.4;0.083938056;0.097398051;0.140934228;0.027783381;1.737548089;0.888405436;0.166600246;0.021751395;0.728390676;0;0;0;0;0;0;0;0;0;0;0;371809.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/01/2011;308085.45;246001873.7;31827217.97;214174655.8;-0.935833956;0.362707985;0.14973286;0.029603266;1.641162626;0.929716736;0.166865411;0.021799221;0.715977357;0;0;0;0;0;0;0;0;0;0;0;-4493292.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/02/2011;583386.67;251476664.1;32006402.2;219470261.9;0.893587217;-0.100151924;0.147012233;0.029927301;1.594379359;0.945510952;0.159666636;0.020806745;0.719041383;0;0;0;0;0;0;0;0;0;0;0;275301.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/03/2011;1581786.91;257287214.2;34074794.38;223212419.8;1.711386789;0.084397368;0.146235349;0.029443399;1.616325627;0.897692854;0.162549984;0.021253973;0.718746937;0;0;0;0;0;0;0;0;0;0;0;998400.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/04/2011;2014363.7;260646398.6;34277383.44;226369015.1;0.273473492;0.099842365;0.144691257;0.029815185;1.586839168;0.894982469;0.16134964;0.021136115;0.682588693;0;0;0;0;0;0;0;0;0;0;0;432576.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/05/2011;2469974.24;262836579.2;34741812.51;228094766.7;0.226180873;0.140653011;0.142577048;0.028092553;1.65088143;0.893426724;0.162148852;0.021251066;0.686069419;0;0;0;0;0;0;0;0;0;0;0;455610.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/06/2011;2924296.91;269327324.7;35615551.86;233711772.8;0.183938222;0.161971523;0.142271673;0.027250447;1.692693097;0.890960235;0.162210393;0.02130394;0.689376877;0;0;0;0;0;0;0;0;0;0;0;454322.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/07/2011;3341235.44;271263492.2;36160395.93;235103096.3;0.142577359;0.127850302;0.146091171;0.028447149;1.616965877;0.890146393;0.158361229;0.020834952;0.674021453;0;0;0;0;0;0;0;0;0;0;0;416938.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/08/2011;3786785.63;278200211.8;36836799.28;241363412.5;0.133348936;0.092339846;0.143893937;0.0278397;1.644993431;0.886566867;0.153762035;0.020234582;0.689017246;0;0;0;0;0;0;0;0;0;0;0;445550.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/09/2011;4386440.94;283458538;37053445.77;246405092.2;0.158354702;0.138227019;0.141215149;0.027795994;1.62947647;0.888918925;0.157525931;0.02069585;0.657302778;0;0;0;0;0;0;0;0;0;0;0;599655.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/10/2011;4893236.76;284925689;37856990.06;247068698.9;0.115536907;0.167991788;0.14095884;0.028610304;1.577020384;0.886144917;0.159850983;0.021002081;0.666813703;0;0;0;0;0;0;0;0;0;0;0;506795.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/11/2011;5310967.61;293625038.2;38172135;255452903.2;0.085369025;0.198980703;0.138509211;0.027518673;1.62210839;0.887247286;0.162337533;0.021299508;0.673289313;0;0;0;0;0;0;0;0;0;0;0;417730.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/12/2011;5806687.91;295954567.3;39506925.64;256447641.6;0.09333898;0.209379385;0.142273058;0.024662879;1.818864265;0.888210873;0.162754955;0.021407121;0.688229223;0;0;0;0;0;0;0;0;0;0;0;495720.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/01/2012;439984.57;294630602;40322428.04;254308174;-0.924227963;0.428125119;0.155452377;0.026915388;1.697561938;0.923941245;0.163213361;0.021571119;0.678610619;0;0;0;0;0;0;0;0;0;0;0;439984.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/02/2012;961106.65;298516250.7;42336790.41;256179460.3;1.184409899;0.647460766;0.161;0.02803573;1.629309477;0.878066605;0.16604092;0.022148661;0.69339702;0;0;0;0;0;0;0;0;0;0;0;521122.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/03/2012;1998893.56;302299991.5;41523644.63;260776346.9;1.0797833;0.263693325;0.1527;0.027969632;1.629742976;0.838795845;0.164359216;0.021994249;0.67979844;0;0;0;0;0;0;0;0;0;0;0;1037786.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/04/2012;2503335.11;303462222.5;42202219.58;261260002.9;0.252360386;0.242742366;0.1533;0.029338079;1.54164787;0.841921259;0.163407204;0.021971179;0.662083894;0;0;0;0;0;0;0;0;0;0;0;504441.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/05/2012;2936497.86;304993324.9;42580589.32;262412735.6;0.173034265;0.188877929;0.1516;0.028668977;1.583280095;0.854660372;0.160109901;0.021627679;0.658017677;0;0;0;0;0;0;0;0;0;0;0;433162.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/06/2012;3415723.26;311729771.1;42878139.91;268851631.1;0.163196237;0.168049403;0.1499;0.028243404;1.604864492;0.867266482;0.158300256;0.021452197;0.645119648;0;0;0;0;0;0;0;0;0;0;0;479225.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/07/2012;3833692.82;312900467.6;43786854.62;269113613;0.122366342;0.147387812;0.158772254;0.029100482;1.555900926;0.868337282;0.155836838;0.021205098;0.616940992;0;0;0;0;0;0;0;0;0;0;0;417969.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/08/2012;4299697.19;315973141.7;44235998.21;271737143.5;0.121554958;0.135447741;0.15631905;0.028654225;1.590642164;0.868379684;0.153993796;0.021050891;0.633233528;0;0;0;0;0;0;0;0;0;0;0;466004.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/09/2012;4916483.45;324723459.6;44603898.46;280119561.1;0.143448767;0.120836577;0.163429961;0.028740203;1.576842965;0.864585647;0.152079518;0.020868909;0.636003478;0;0;0;0;0;0;0;0;0;0;0;616786.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/10/2012;5367893.62;327391630.3;45337010.77;282054619.5;0.091815659;0.097002635;0.157411224;0.028594047;1.582843602;0.865898195;0.14852832;0.020448193;0.654324009;0;0;0;0;0;0;0;0;0;0;0;451410.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/11/2012;5896089.82;328817664.6;45715633.48;283102031.1;0.098399156;0.110172431;0.1549;0.029254501;1.533496477;0.864796132;0.148926668;0.020611024;0.657247315;0;0;0;0;0;0;0;0;0;0;0;528196.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/12/2012;6561562.28;337568534.6;47018830.7;290549703.9;0.112866744;0.130000851;0.1532;0.027890478;1.62464607;0.869213624;0.150684044;0.020924422;0.675848442;0;0;0;0;0;0;0;0;0;0;0;665472.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/01/2013;516541.43;338512963.4;47569315.24;290943648.1;-0.921277676;0.173998965;0.170099244;0.029684945;1.537276541;0.869273665;0.150356917;0.020924545;0.657911746;0;0;0;0;0;0;0;0;0;0;0;516541.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/02/2013;1319399.94;342816474.4;48497692.14;294318782.2;1.554296448;0.372792437;0.173289058;0.030103851;1.51371361;0.852214054;0.154936643;0.021561718;0.664715896;0;0;0;0;0;0;0;0;0;0;0;802858.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/03/2013;2315674.17;349192964;47254458.2;301938505.8;0.755096465;0.158477978;0.167799206;0.031795794;1.441062712;0.854652105;0.152377819;0.021174542;0.670693853;0;0;0;0;0;0;0;0;0;0;0;996274.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/04/2013;2914940.74;353884476.9;47696135.42;306188341.5;0.258787086;0.164422905;0.166609126;0.032014749;1.436095466;0.853567903;0.15292746;0.021192329;0.662380384;0;0;0;0;0;0;0;0;0;0;0;599266.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/05/2013;3262035.65;359930857.3;47680253.77;312250603.6;0.119074431;0.110859195;0.163917913;0.030450196;1.49446326;0.875752678;0.149645226;0.020643534;0.667736792;0;0;0;0;0;0;0;0;0;0;0;347094.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/06/2013;3451148.54;365286065;47373095.66;317912969.4;0.057973888;0.010371238;0.162064978;0.029559138;1.525286886;0.89003674;0.142184327;0.01951291;0.678977128;0;0;0;0;0;0;0;0;0;0;0;189112.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/07/2013;4000203.77;367142359.2;48071810.43;319070548.7;0.15909348;0.043433566;0.16530194;0.02908212;1.553907136;0.884876301;0.143902119;0.019638082;0.689522177;0;0;0;0;0;0;0;0;0;0;0;549055.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/08/2013;4439990.71;373137826.6;50547496.33;322590330.3;0.109941134;0.032628698;0.147852178;0.029647042;1.517260163;0.888475698;0.141746812;0.019293294;0.688524881;0;0;0;0;0;0;0;0;0;0;0;439786.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/09/2013;5039096.92;376769822.3;51237091.52;325532730.7;0.134934113;0.024939262;0.151120249;0.029600634;1.514330441;0.885667219;0.139739152;0.019005101;0.669805824;0;0;0;0;0;0;0;0;0;0;0;599106.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/10/2013;5480279.4;382164706.5;52158265.91;330006440.6;0.087551894;0.020936663;0.14287562;0.029318634;1.525862742;0.884658018;0.137886722;0.018732905;0.684040414;0;0;0;0;0;0;0;0;0;0;0;441182.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/11/2013;5938757.36;387343009.5;52773330.3;334569679.2;0.083659596;0.007236582;0.141955578;0.029958468;1.486718198;0.885855042;0.134808222;0.018286878;0.695776391;0;0;0;0;0;0;0;0;0;0;0;458477.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/12/2013;6491789.84;388646005.8;54454103.56;334191902.2;0.093122592;-0.01063351;0.146815701;0.027911205;1.605830928;0.890254149;0.130858005;0.017766144;0.700446115;0;0;0;0;0;0;0;0;0;0;0;553032.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/01/2014;421931.34;388500052.1;54340264.28;334159787.9;-0.935005391;-0.1831607;0.144353869;0.029142077;1.542233706;0.929369641;0.127500743;0.017309891;0.688896611;0;0;0;0;0;0;0;0;0;0;0;421931.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/02/2014;994939.99;399553754.4;54703684.78;344850069.7;1.358061361;-0.245914783;0.143229841;0.029657594;1.50268041;0.906217183;0.121665587;0.016477147;0.707784039;0;0;0;0;0;0;0;0;0;0;0;573008.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/03/2014;2233552.06;403315389.8;56733110.71;346582279.1;1.244911334;-0.035463586;0.154980373;0.030439661;1.464068823;0.900233419;0.124506178;0.016920705;0.696177962;0;0;0;0;0;0;0;0;0;0;0;1238612.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/04/2014;2739925.47;406574865.7;57408468.88;349166396.8;0.226712159;-0.060040764;0.154980373;0.030912437;1.43638124;0.864277261;0.120802539;0.016484403;0.692449537;0;0;0;0;0;0;0;0;0;0;0;506373.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/05/2014;3234627.12;406479815.7;58041060.25;348438755.5;0.180552959;-0.008402278;0.153115519;0.030494946;1.455943925;0.869906019;0.121617269;0.016700542;0.672561402;0;0;0;0;0;0;0;0;0;0;0;494701.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/06/2014;3810220.78;407246209.6;56976114.51;350270095.1;0.177947454;0.104044273;0.149577963;0.030684742;1.441731671;0.876529614;0.126976608;0.01754055;0.677588032;0;0;0;0;0;0;0;0;0;0;0;575593.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
1/07/2014;4315875.24;407675149.7;57631319.83;350043829.9;0.132710016;0.078913847;0.149263933;0.029891338;1.48202104;0.873741935;0.124336377;0.017279989;0.679770163;0;0;0;0;0;0;0;0;0;0;0;505654.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TODOS;BANCOS
